0256538095,118.71997098,32.036684
0256572355,118.72000704,32.03672704
8620928479,118.72002106,32.03668606
0256561235,118.72040674,32.03797025
8640222049,118.71714869,32.03652141
8620811317,118.71908956,32.03543318
8620670434,118.72037751,32.03593667
0256549974,118.72086024,32.03631718
8640051977,118.72023527,32.03560357
0256514220,118.71907551,32.03509323
8621509091,118.72134312,32.03828132
0256554546,118.71877602,32.03472094
0256027178,118.72032081,32.04007367
0256519275,118.72179685,32.03930263
8640095383,118.72188798,32.03930474
0256523709,118.7220522,32.03911698
0256502172,118.72205019,32.03906599
8620306238,118.72204417,32.03901699
8620615578,118.72206822,32.039132
0256549558,118.7220582,32.039052
0256007045,118.72207623,32.03907902
8621486400,118.72207221,32.03898203
8621426982,118.72209025,32.03907903
0256034052,118.72161378,32.04134196
0256003498,118.71611965,32.0428786
8620731436,118.7160175,32.04299244
0256532550,118.72233781,32.04148378
8620868930,118.72242793,32.0414309
8640216780,118.72237891,32.04192973
0256535571,118.72253511,32.04169597
8640223398,118.72264226,32.04173808
8620918831,118.72264428,32.04199703
0256002930,118.71606066,32.04402127
8640063002,118.71724862,32.04498164
8640035061,118.71694513,32.04477028
8640215515,118.71700022,32.04482934
8640030772,118.71714947,32.04499551
8640098912,118.71714546,32.0449955
0256541585,118.71702429,32.04522029
0256537059,118.71759521,32.04555597
8640216116,118.71766936,32.04586899
0256537127,118.71775351,32.04614204
0256006456,118.71734688,32.04609152
8620910225,118.71953655,32.04983151
0256542943,118.71908092,32.05030782
0256039085,118.71795824,32.0506653
0256539759,118.71808745,32.05080344
0256020037,118.71801836,32.05097331
8640051059,118.72056814,32.05062461
0256573243,118.71797533,32.05132318
8620616785,118.71541612,32.04936719
8640223309,118.7153941,32.04953812
0256572111,118.71549418,32.04864846
8640030773,118.7162377,32.05225267
8620926935,118.71613953,32.05207357
8640227470,118.71621668,32.0524036
8640228288,118.71603837,32.05209043
0256037008,118.71619566,32.05249856
8620484104,118.71556464,32.05244471
0256574959,118.7158892,32.05288405
0256528487,118.71577402,32.05291089
8640216798,118.71577101,32.05289189
8621914716,118.718042,32.09004889
0256573453,118.71814729,32.09144373
0256523816,118.71810623,32.09147567
8640214131,118.71797203,32.0914785
8620160214,118.71802511,32.09152456
8620153696,118.71285056,32.08938991
0250102677,118.71916697,32.09284775
8640040464,118.71897969,32.09287551
8621621065,118.71663311,32.09328736
8620443599,118.71732726,32.09403312
8621619193,118.71718207,32.09442685
8620311400,118.72079148,32.0941515
8620150968,118.72065431,32.09452926
8621426321,118.71578072,32.09301426
8621744331,118.71602525,32.09450028
0250077496,118.71574367,32.0930712
0256551163,118.71565753,32.09305308
8621002245,118.71807966,32.09651759
0216837121,118.71811371,32.09656163
8620864009,118.71799352,32.09651748
8620582519,118.71794044,32.09649242
0250083311,118.71804561,32.09655554
0256018419,118.71808166,32.09657558
8621815838,118.71800054,32.09655648
8640275750,118.71795947,32.09654143
